urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
medium,sala sum,,1,False,plagio,2025-08-02 11:58:00
low,entrada fase 2,,1,True,comportamiento,2025-01-11 21:11:00
medium,auditorio,,-1,False,plagio,2025-08-01 08:13:00
low,comedor,,1,True,plagio,2025-04-19 12:13:00
low,estacionamiento,,-1,False,plagio,2025-05-29 05:54:00
medium,almacén,,-1,True,plagio,2025-03-04 07:24:00
medium,jardines,,6,False,comportamiento,2025-06-07 08:20:00
low,lia cook,,11,False,agresión,2025-07-15 04:40:00
medium,aula magna,,-1,True,plagio,2025-05-27 19:23:00
high,listo,,1,False,comportamiento,2025-02-14 06:32:00
high,auditorio,,-1,False,plagio,2025-07-09 04:22:00
medium,el café,,6,False,plagio,2025-05-14 01:22:00
low,laboratorio,L211,2,True,plagio,2025-02-17 19:10:00
high,auditorio,,-1,False,agresión,2025-06-07 11:37:00
low,patio,,-1,True,comportamiento,2025-07-28 19:27:00
medium,patio,,-1,True,plagio,2025-10-04 17:29:00
high,aula,A702,7,False,plagio,2025-02-22 22:47:00
high,aula,A901,9,False,comportamiento,2025-02-01 05:28:00
high,sala de estudio,E1006,10,False,plagio,2025-06-05 08:45:00
high,el café,,6,False,plagio,2025-03-19 09:54:00
low,entrada fase 2,,1,True,plagio,2025-04-01 02:48:00
medium,entrada fase 2,,1,True,plagio,2025-03-01 03:05:00
low,laboratorio,L415,4,False,plagio,2025-08-05 05:09:00
medium,auditorio,,-1,False,plagio,2025-01-12 17:52:00
medium,aula,A804,8,False,plagio,2025-02-25 01:21:00
low,patio,,-1,True,plagio,2025-08-09 16:19:00
high,laboratorio,L211,2,True,plagio,2025-01-02 10:01:00
low,entrada,,1,False,plagio,2025-08-19 02:51:00
low,auditorio,,-1,False,plagio,2025-07-17 00:26:00
low,almacén,,-1,True,agresión,2025-06-22 23:55:00
medium,sala sum,,1,False,plagio,2025-06-14 18:49:00
medium,almacén,,-1,True,plagio,2025-01-16 14:07:00
low,counter admisión,,1,False,agresión,2025-01-21 06:35:00
low,aula,M803,8,False,agresión,2025-03-28 20:34:00
medium,patio,,-1,True,comportamiento,2025-05-09 04:57:00
medium,aula,M602,6,False,agresión,2025-01-01 20:43:00
medium,aula,A902,9,False,comportamiento,2025-01-28 18:43:00
low,patio,,-1,True,robo,2025-01-16 17:42:00
low,oficina,P306,3,False,plagio,2025-09-17 22:17:00
low,counter admisión,,1,False,plagio,2025-08-26 17:33:00
high,comedor,,1,True,discriminación,2025-06-14 12:39:00
low,counter admisión,,1,False,plagio,2025-10-19 03:37:00
low,entrada,,1,False,plagio,2025-08-19 19:55:00
low,lia cook,,11,False,agresión,2025-10-17 00:33:00
low,estacionamiento,,-1,False,plagio,2025-10-10 17:46:00
low,entrada fase 2,,1,True,plagio,2025-06-13 06:07:00
medium,listo,,1,False,plagio,2025-03-07 01:21:00
low,sala de estudio,E815,8,False,plagio,2025-03-05 05:56:00
low,el café,,6,False,plagio,2025-03-31 03:24:00
low,comedor,,1,True,comportamiento,2025-06-10 13:45:00
high,aula magna,,-1,True,plagio,2025-09-03 00:40:00
high,sala sum,,1,False,robo,2025-02-28 13:00:00
low,oficina,P513,5,False,plagio,2025-05-07 08:35:00
high,listo,,1,False,comportamiento,2025-07-28 06:26:00
low,lia cook,,11,False,plagio,2025-08-23 08:13:00
low,aula,A803,8,False,plagio,2025-04-09 06:01:00
high,counter admisión,,1,False,plagio,2025-10-23 05:03:00
low,entrada,,1,False,plagio,2025-07-16 06:55:00
low,counter alumnos,,1,False,plagio,2025-02-08 01:41:00
low,sala de estudio,E1002,10,False,agresión,2025-05-18 21:25:00
low,entrada fase 2,,1,True,plagio,2025-03-01 19:03:00
low,aula,A703,7,False,plagio,2025-08-06 21:41:00
medium,patio,,-1,True,plagio,2025-07-21 14:49:00
medium,listo,,1,False,agresión,2025-01-02 14:44:00
low,patio,,-1,True,plagio,2025-03-21 23:06:00
low,laboratorio,L212,2,True,plagio,2025-07-17 04:14:00
low,lia cook,,11,False,comportamiento,2025-10-10 23:47:00
low,patio,,-1,True,plagio,2025-06-12 19:45:00
medium,listo,,1,False,plagio,2025-05-14 09:30:00
low,lia cook,,11,False,plagio,2025-09-16 15:11:00
medium,counter admisión,,1,False,plagio,2025-05-11 23:51:00
low,aula,A902,9,False,plagio,2025-04-23 05:41:00
low,dirección general,,10,False,plagio,2025-06-20 08:04:00
low,almacén,,-1,True,comportamiento,2025-07-23 04:57:00
low,entrada,,1,False,plagio,2025-05-27 00:29:00
medium,lia cook,,11,False,comportamiento,2025-05-29 01:37:00
low,auditorio,,-1,False,plagio,2025-07-11 22:34:00
low,aula,A906,9,False,plagio,2025-05-31 16:01:00
high,estacionamiento,,-1,False,comportamiento,2025-02-21 23:32:00
low,estacionamiento,,-1,False,plagio,2025-08-27 05:17:00
low,dirección general,,10,False,plagio,2025-02-12 22:15:00
medium,aula,A502,5,False,plagio,2025-05-08 07:22:00
low,counter alumnos,,1,False,agresión,2025-03-22 17:04:00
medium,counter admisión,,1,False,comportamiento,2025-09-11 22:54:00
medium,patio,,-1,True,plagio,2025-08-04 22:23:00
low,aula magna,,-1,True,agresión,2025-08-29 08:32:00
low,el café,,6,False,plagio,2025-03-18 02:08:00
low,estacionamiento,,-1,False,plagio,2025-03-06 09:49:00
low,aula,M603,6,False,plagio,2025-06-17 17:21:00
medium,listo,,1,False,plagio,2025-03-26 18:32:00
medium,counter admisión,,1,False,comportamiento,2025-03-15 18:22:00
medium,listo,,1,False,plagio,2025-05-14 01:57:00
low,patio,,-1,True,plagio,2025-05-04 16:24:00
low,auditorio,,-1,False,agresión,2025-07-07 16:17:00
high,almacén,,-1,True,comportamiento,2025-04-28 19:28:00
high,aula,M604,6,False,plagio,2025-01-19 19:01:00
medium,auditorio,,-1,False,comportamiento,2025-01-28 04:00:00
medium,almacén,,-1,True,plagio,2025-03-01 01:08:00
medium,entrada,,1,False,plagio,2025-01-06 02:00:00
low,counter alumnos,,1,False,plagio,2025-10-25 05:43:00
medium,listo,,1,False,plagio,2025-06-04 05:01:00
low,sala de estudio,E817,8,False,plagio,2025-02-10 01:43:00
low,dirección general,,10,False,agresión,2025-10-05 02:32:00
low,patio,,-1,True,plagio,2025-04-02 21:50:00
low,laboratorio,L505,5,False,agresión,2025-08-28 08:34:00
medium,aula magna,,-1,True,plagio,2025-06-21 18:58:00
low,almacén,,-1,True,plagio,2025-05-28 20:34:00
low,counter alumnos,,1,False,plagio,2025-02-11 08:18:00
low,counter alumnos,,1,False,plagio,2025-10-22 23:21:00
low,el café,,6,False,plagio,2025-10-27 03:24:00
low,entrada,,1,False,discriminación,2025-04-12 22:26:00
medium,auditorio,,-1,False,comportamiento,2025-05-17 08:18:00
low,patio,,-1,True,plagio,2025-09-06 14:24:00
low,lia cook,,11,False,plagio,2025-04-21 22:24:00
low,oficina,P308,3,False,plagio,2025-09-17 01:36:00
low,comedor,,1,True,plagio,2025-02-24 18:02:00
high,entrada,,1,False,plagio,2025-05-09 13:37:00
low,auditorio,,-1,False,plagio,2025-01-19 19:07:00
high,patio,,-1,True,plagio,2025-05-06 20:29:00
high,el café,,6,False,plagio,2025-01-31 04:10:00
medium,jardines,,6,False,agresión,2025-07-27 13:28:00
medium,dirección general,,10,False,plagio,2025-03-17 05:01:00
low,comedor,,1,True,plagio,2025-10-03 16:16:00
medium,sala sum,,1,False,plagio,2025-01-21 02:08:00
low,jardines,,6,False,plagio,2025-05-18 21:07:00
medium,laboratorio,L406,4,False,plagio,2025-01-24 02:05:00
low,entrada,,1,False,plagio,2025-10-09 20:42:00
low,dirección general,,10,False,plagio,2025-05-25 13:18:00
high,almacén,,-1,True,plagio,2025-10-18 00:02:00
high,entrada fase 2,,1,True,comportamiento,2025-05-14 08:32:00
low,counter admisión,,1,False,discriminación,2025-04-07 01:59:00
medium,dirección general,,10,False,agresión,2025-06-28 05:37:00
low,almacén,,-1,True,plagio,2025-01-02 08:19:00
medium,dirección general,,10,False,comportamiento,2025-04-16 18:44:00
low,dirección general,,10,False,plagio,2025-10-27 17:28:00
medium,dirección general,,10,False,plagio,2025-06-30 21:01:00
medium,almacén,,-1,True,plagio,2025-06-24 04:33:00
low,counter alumnos,,1,False,agresión,2025-02-05 21:15:00
medium,laboratorio,L413,4,False,plagio,2025-02-26 05:13:00
high,lia cook,,11,False,comportamiento,2025-08-21 02:41:00
medium,aula magna,,-1,True,comportamiento,2025-04-11 10:02:00
low,auditorio,,-1,False,plagio,2025-08-24 19:16:00
low,jardines,,6,False,plagio,2025-06-24 22:39:00
high,comedor,,1,True,comportamiento,2025-06-23 10:11:00
low,aula magna,,-1,True,plagio,2025-02-02 20:50:00
low,almacén,,-1,True,plagio,2025-03-17 01:45:00
low,el café,,6,False,plagio,2025-04-06 19:08:00
medium,counter alumnos,,1,False,plagio,2025-05-27 04:26:00
low,entrada fase 2,,1,True,plagio,2025-09-17 23:15:00
low,listo,,1,False,comportamiento,2025-09-01 10:05:00
low,sala de estudio,E817,8,False,plagio,2025-10-12 23:01:00
low,patio,,-1,True,plagio,2025-02-13 05:27:00
low,auditorio,,-1,False,comportamiento,2025-09-10 16:18:00
low,el café,,6,False,comportamiento,2025-08-24 02:39:00
low,aula,A904,9,False,plagio,2025-09-06 12:02:00
low,estacionamiento,,-1,False,plagio,2025-06-05 00:36:00
high,lia cook,,11,False,plagio,2025-03-02 11:33:00
low,oficina,P311,3,False,plagio,2025-02-09 08:33:00
high,sala sum,,1,False,agresión,2025-03-29 19:14:00
medium,patio,,-1,True,comportamiento,2025-05-15 05:42:00
low,el café,,6,False,agresión,2025-08-11 19:59:00
low,lia cook,,11,False,comportamiento,2025-04-13 16:24:00
low,comedor,,1,True,plagio,2025-08-24 20:44:00
medium,auditorio,,-1,False,plagio,2025-10-13 03:51:00
low,oficina,P303,3,False,plagio,2025-02-16 01:41:00
medium,counter admisión,,1,False,agresión,2025-01-03 20:24:00
low,aula,M303,3,True,comportamiento,2025-04-29 22:30:00
low,counter alumnos,,1,False,plagio,2025-04-23 08:38:00
low,jardines,,6,False,agresión,2025-07-01 04:42:00
low,lia cook,,11,False,comportamiento,2025-07-06 02:20:00
medium,laboratorio,L413,4,False,plagio,2025-05-13 14:06:00
medium,entrada fase 2,,1,True,plagio,2025-02-27 08:27:00
low,listo,,1,False,comportamiento,2025-07-30 09:37:00
medium,entrada,,1,False,plagio,2025-05-24 18:31:00
low,jardines,,6,False,plagio,2025-02-05 14:36:00
low,dirección general,,10,False,plagio,2025-09-09 22:48:00
medium,aula,M804,8,False,discriminación,2025-04-03 22:38:00
low,counter admisión,,1,False,plagio,2025-04-01 01:52:00
low,sala sum,,1,False,plagio,2025-08-11 18:18:00
low,el café,,6,False,plagio,2025-09-03 14:00:00
low,aula magna,,-1,True,plagio,2025-06-21 05:13:00
high,laboratorio,L502,5,False,plagio,2025-05-12 09:22:00
low,lia cook,,11,False,agresión,2025-09-08 07:10:00
low,aula magna,,-1,True,comportamiento,2025-07-09 17:02:00
medium,laboratorio,L101,1,False,agresión,2025-09-04 23:54:00
medium,lia cook,,11,False,plagio,2025-06-23 16:07:00
medium,estacionamiento,,-1,False,plagio,2025-07-25 10:43:00
low,comedor,,1,True,plagio,2025-08-21 03:48:00
high,aula magna,,-1,True,agresión,2025-05-09 03:54:00
low,jardines,,6,False,agresión,2025-07-28 16:34:00
medium,oficina,P202,2,False,plagio,2025-07-11 16:53:00
low,counter alumnos,,1,False,plagio,2025-06-19 07:53:00
low,el café,,6,False,plagio,2025-08-04 06:51:00
medium,entrada,,1,False,comportamiento,2025-03-06 00:17:00
low,almacén,,-1,True,plagio,2025-03-14 11:42:00
high,entrada fase 2,,1,True,plagio,2025-01-20 05:03:00
low,sala de estudio,E806,8,False,plagio,2025-08-28 18:48:00
low,counter admisión,,1,False,plagio,2025-06-16 14:16:00
low,listo,,1,False,plagio,2025-06-02 12:36:00
medium,jardines,,6,False,comportamiento,2025-05-28 16:19:00
medium,oficina,P326,3,True,plagio,2025-05-09 04:28:00
low,auditorio,,-1,False,plagio,2025-08-17 15:43:00
low,sala de estudio,E817,8,False,plagio,2025-06-10 14:54:00
medium,counter admisión,,1,False,plagio,2025-09-15 13:53:00
medium,sala de estudio,E813,8,False,plagio,2025-09-24 15:03:00
high,patio,,-1,True,plagio,2025-08-25 23:39:00
low,laboratorio,L202,2,False,plagio,2025-08-26 15:22:00
low,patio,,-1,True,plagio,2025-03-22 23:16:00
medium,laboratorio,L504,5,False,agresión,2025-06-14 14:48:00
medium,comedor,,1,True,plagio,2025-02-24 21:56:00
low,lia cook,,11,False,plagio,2025-03-09 22:59:00
medium,jardines,,6,False,plagio,2025-06-12 11:03:00
low,laboratorio,L408,4,False,plagio,2025-01-17 07:08:00
low,oficina,P311,3,False,plagio,2025-06-28 03:11:00
high,jardines,,6,False,agresión,2025-08-09 06:34:00
high,auditorio,,-1,False,plagio,2025-08-07 04:12:00
high,patio,,-1,True,plagio,2025-09-02 05:58:00
low,el café,,6,False,comportamiento,2025-10-13 14:22:00
low,oficina,P517,5,False,discriminación,2025-04-17 18:00:00
low,oficina,P518,5,False,plagio,2025-06-16 02:26:00
low,sala sum,,1,False,plagio,2025-02-15 07:28:00
medium,entrada,,1,False,comportamiento,2025-10-13 21:03:00
medium,counter admisión,,1,False,plagio,2025-08-02 02:54:00
low,aula,A401,4,False,plagio,2025-05-14 22:38:00
low,auditorio,,-1,False,discriminación,2025-07-10 08:12:00
low,almacén,,-1,True,plagio,2025-03-22 02:53:00
low,aula magna,,-1,True,comportamiento,2025-08-18 03:29:00
low,aula,A708,7,False,comportamiento,2025-05-23 20:48:00
low,aula,S1102,11,False,plagio,2025-06-06 13:43:00
medium,sala sum,,1,False,plagio,2025-07-07 23:54:00
low,dirección general,,10,False,plagio,2025-07-14 16:23:00
low,almacén,,-1,True,comportamiento,2025-05-25 23:23:00
medium,counter admisión,,1,False,plagio,2025-04-20 22:44:00
low,auditorio,,-1,False,plagio,2025-06-18 21:35:00
medium,patio,,-1,True,comportamiento,2025-06-01 01:39:00
high,dirección general,,10,False,agresión,2025-07-07 07:42:00
medium,aula magna,,-1,True,plagio,2025-03-28 15:08:00
low,estacionamiento,,-1,False,plagio,2025-04-04 15:02:00
medium,sala sum,,1,False,plagio,2025-04-05 01:32:00
low,counter alumnos,,1,False,plagio,2025-08-01 20:23:00
low,jardines,,6,False,comportamiento,2025-08-14 23:32:00
medium,sala de estudio,E809,8,False,plagio,2025-06-26 17:18:00
medium,almacén,,-1,True,comportamiento,2025-03-05 13:23:00
high,jardines,,6,False,agresión,2025-09-04 20:36:00
low,patio,,-1,True,plagio,2025-03-25 11:23:00
medium,patio,,-1,True,plagio,2025-02-15 00:38:00
high,counter alumnos,,1,False,plagio,2025-07-09 09:49:00
low,aula,M302,3,True,comportamiento,2025-02-18 03:15:00
low,entrada,,1,False,plagio,2025-08-21 10:19:00
low,dirección general,,10,False,plagio,2025-08-30 11:27:00
medium,dirección general,,10,False,plagio,2025-09-14 18:00:00
medium,estacionamiento,,-1,False,discriminación,2025-09-19 17:11:00
low,oficina,P316,3,False,comportamiento,2025-10-06 16:17:00
medium,el café,,6,False,comportamiento,2025-05-03 07:53:00
medium,laboratorio,L204,2,False,plagio,2025-04-28 07:32:00
low,jardines,,6,False,plagio,2025-01-03 13:41:00
medium,el café,,6,False,plagio,2025-09-18 19:43:00
low,counter alumnos,,1,False,plagio,2025-08-19 10:02:00
high,laboratorio,L407,4,False,comportamiento,2025-05-16 10:45:00
medium,entrada,,1,False,plagio,2025-10-07 21:22:00
medium,el café,,6,False,plagio,2025-10-15 06:27:00
low,comedor,,1,True,plagio,2025-04-04 12:34:00
low,comedor,,1,True,plagio,2025-06-19 03:09:00
high,aula,A401,4,False,plagio,2025-02-10 19:14:00
low,patio,,-1,True,plagio,2025-02-21 12:08:00
low,almacén,,-1,True,plagio,2025-09-20 19:00:00
high,dirección general,,10,False,plagio,2025-02-27 06:26:00
medium,entrada fase 2,,1,True,plagio,2025-06-14 22:42:00
high,entrada fase 2,,1,True,plagio,2025-08-25 21:07:00
medium,auditorio,,-1,False,plagio,2025-06-12 09:56:00
low,entrada fase 2,,1,True,comportamiento,2025-05-26 08:23:00
medium,counter alumnos,,1,False,comportamiento,2025-03-02 01:39:00
high,jardines,,6,False,plagio,2025-03-08 01:00:00
low,patio,,-1,True,agresión,2025-03-29 03:42:00
medium,patio,,-1,True,plagio,2025-03-26 20:32:00
low,jardines,,6,False,plagio,2025-03-25 10:36:00
medium,lia cook,,11,False,plagio,2025-02-23 13:54:00
low,listo,,1,False,plagio,2025-06-14 13:22:00
low,aula,A705,7,False,agresión,2025-09-12 04:19:00
low,el café,,6,False,plagio,2025-02-14 13:49:00
high,aula magna,,-1,True,plagio,2025-08-07 12:20:00
high,patio,,-1,True,plagio,2025-01-26 16:53:00
low,sala de estudio,E809,8,False,plagio,2025-08-19 17:50:00
high,el café,,6,False,plagio,2025-01-30 07:52:00
high,almacén,,-1,True,plagio,2025-10-20 05:15:00
low,lia cook,,11,False,agresión,2025-04-24 05:05:00
medium,sala sum,,1,False,plagio,2025-02-28 22:11:00
medium,laboratorio,L209,2,True,plagio,2025-02-19 13:24:00
low,listo,,1,False,plagio,2025-02-06 18:14:00
low,estacionamiento,,-1,False,comportamiento,2025-04-18 15:17:00
low,comedor,,1,True,plagio,2025-05-31 19:11:00
low,entrada fase 2,,1,True,plagio,2025-08-15 10:02:00
high,entrada,,1,False,discriminación,2025-04-06 21:29:00
high,sala de estudio,E811,8,False,plagio,2025-04-21 13:07:00
medium,lia cook,,11,False,plagio,2025-10-05 06:27:00
low,auditorio,,-1,False,comportamiento,2025-10-08 11:15:00
low,listo,,1,False,plagio,2025-02-10 22:23:00
medium,entrada fase 2,,1,True,plagio,2025-10-19 17:09:00
low,comedor,,1,True,comportamiento,2025-10-14 05:55:00
low,entrada,,1,False,plagio,2025-06-12 18:17:00
low,el café,,6,False,plagio,2025-10-25 14:49:00
low,jardines,,6,False,plagio,2025-03-05 11:46:00
low,auditorio,,-1,False,comportamiento,2025-10-18 01:34:00
medium,auditorio,,-1,False,agresión,2025-03-30 19:21:00
low,estacionamiento,,-1,False,plagio,2025-06-29 05:48:00
low,sala de estudio,E801,8,False,comportamiento,2025-09-14 18:21:00
low,el café,,6,False,agresión,2025-03-11 03:26:00
low,listo,,1,False,plagio,2025-01-15 02:25:00
medium,counter admisión,,1,False,comportamiento,2025-09-06 17:26:00
low,sala sum,,1,False,plagio,2025-05-10 21:23:00
low,auditorio,,-1,False,plagio,2025-05-31 21:27:00
high,auditorio,,-1,False,plagio,2025-10-16 02:28:00
low,counter admisión,,1,False,plagio,2025-01-23 00:09:00
low,jardines,,6,False,plagio,2025-08-09 05:42:00
low,auditorio,,-1,False,comportamiento,2025-03-27 19:55:00
medium,aula magna,,-1,True,plagio,2025-07-24 06:43:00
low,counter admisión,,1,False,agresión,2025-02-06 12:36:00
low,comedor,,1,True,agresión,2025-09-11 07:23:00
medium,auditorio,,-1,False,plagio,2025-03-20 01:00:00
low,laboratorio,L506,5,False,plagio,2025-07-26 06:22:00
low,almacén,,-1,True,comportamiento,2025-02-23 10:31:00
low,sala sum,,1,False,plagio,2025-02-08 00:31:00
medium,oficina,P611,6,False,comportamiento,2025-02-06 00:18:00
medium,lia cook,,11,False,agresión,2025-02-05 07:59:00
medium,entrada,,1,False,plagio,2025-09-29 20:27:00
high,patio,,-1,True,discriminación,2025-04-18 15:30:00
medium,sala de estudio,E1010,10,False,plagio,2025-06-06 11:31:00
high,auditorio,,-1,False,robo,2025-07-24 15:49:00
medium,counter alumnos,,1,False,plagio,2025-02-21 18:09:00
high,aula,M801,8,False,plagio,2025-06-05 22:15:00
medium,auditorio,,-1,False,plagio,2025-05-23 22:04:00
low,el café,,6,False,plagio,2025-05-31 17:19:00
low,el café,,6,False,agresión,2025-10-11 21:35:00
low,patio,,-1,True,plagio,2025-08-12 07:08:00
low,el café,,6,False,agresión,2025-04-06 05:02:00
low,listo,,1,False,plagio,2025-01-23 17:04:00
low,jardines,,6,False,plagio,2025-01-12 11:46:00
low,laboratorio,L205,2,False,plagio,2025-04-26 22:57:00
high,aula magna,,-1,True,comportamiento,2025-08-13 19:20:00
low,counter alumnos,,1,False,plagio,2025-04-28 06:43:00
medium,el café,,6,False,plagio,2025-05-31 13:25:00
medium,sala de estudio,E1002,10,False,plagio,2025-08-30 03:23:00
low,entrada,,1,False,comportamiento,2025-07-06 08:04:00
low,almacén,,-1,True,robo,2025-02-21 13:13:00
low,auditorio,,-1,False,comportamiento,2025-06-08 06:43:00
high,almacén,,-1,True,plagio,2025-02-06 15:33:00
medium,aula,A902,9,False,plagio,2025-02-27 08:04:00
low,counter admisión,,1,False,agresión,2025-10-04 08:38:00
